,brand,titles,titles_tag
2889,sony,accessories accessory action active adam alpha amplifier android apple audio auto base bass battery bervy black blk blu blue bluetooth body bordeaux bravia build cam camera cancel car card carplay cassettes cast certify channel charger cinnabar circular class compatible core cyber dash delorme deluxe detail diag digital dsc dual dvc dvd dynamic ear external extra filter fix flash floorstanding frame full gold google gpx gtk gtkxb7bc hdr hdtv headphones high home hour htst hvl inch kit lbt lead lens lenses lime marine master max mdr media medium megapixel memory mexm microsdxc mid miller mini mirrorless model mount movies music network nfc noise oled oss pass pink play player playground playstation polarizer portable power prime projector ps4 range ray ready receiver red redd refurbish res rms sdxc sel selp series shake shoot silver siriusxm smart sony soundbar speaker speed sport srs srsxb str strdn subwoofer sxrd system telephoto theater tom travel travis true trw tuner uhd uhs ultra video viridian vpl walkman wallisch warren watt way wesson white wireless xav xb50bs xbr xqd yellow,"[('accessories', 'NOUN'), ('accessory', 'NOUN'), ('action', 'NOUN'), ('active', 'ADJ'), ('adam', 'ADJ'), ('alpha', 'NOUN'), ('amplifier', 'NOUN'), ('android', 'NOUN'), ('apple', 'NOUN'), ('audio', 'NOUN'), ('auto', 'NOUN'), ('base', 'NOUN'), ('bass', 'NOUN'), ('battery', 'NOUN'), ('bervy', 'NOUN'), ('black', 'ADJ'), ('blk', 'NOUN'), ('blu', 'VERB'), ('blue', 'ADJ'), ('bluetooth', 'NOUN'), ('body', 'NOUN'), ('bordeaux', 'NOUN'), ('bravia', 'NOUN'), ('build', 'VERB'), ('cam', 'NOUN'), ('camera', 'NOUN'), ('cancel', 'VERB'), ('car', 'NOUN'), ('card', 'NOUN'), ('carplay', 'NOUN'), ('cassettes', 'VERB'), ('cast', 'NOUN'), ('certify', 'NOUN'), ('channel', 'NOUN'), ('charger', 'NOUN'), ('cinnabar', 'NOUN'), ('circular', 'ADJ'), ('class', 'NOUN'), ('compatible', 'ADJ'), ('core', 'NOUN'), ('cyber', 'NOUN'), ('dash', 'NOUN'), ('delorme', 'ADJ'), ('deluxe', 'ADJ'), ('detail', 'NOUN'), ('diag', 'NOUN'), ('digital', 'ADJ'), ('dsc', 'NOUN'), ('dual', 'ADJ'), ('dvc', 'VERB'), ('dvd', 'NOUN'), ('dynamic', 'ADJ'), ('ear', 'NOUN'), ('external', 'ADJ'), ('extra', 'ADJ'), ('filter', 'NOUN'), ('fix', 'NOUN'), ('flash', 'NOUN'), ('floorstanding', 'VERB'), ('frame', 'NOUN'), ('full', 'ADJ'), ('gold', 'NOUN'), ('google', 'NOUN'), ('gpx', 'NOUN'), ('gtk', 'NOUN'), ('gtkxb7bc', 'PROPN'), ('hdr', 'NOUN'), ('hdtv', 'NOUN'), ('headphones', 'VERB'), ('high', 'ADJ'), ('home', 'NOUN'), ('hour', 'NOUN'), ('htst', 'VERB'), ('hvl', 'NOUN'), ('inch', 'NOUN'), ('kit', 'NOUN'), ('lbt', 'NOUN'), ('lead', 'NOUN'), ('lens', 'NOUN'), ('lenses', 'NOUN'), ('lime', 'NOUN'), ('marine', 'ADJ'), ('master', 'NOUN'), ('max', 'NOUN'), ('mdr', 'NUM'), ('media', 'NOUN'), ('medium', 'NOUN'), ('megapixel', 'NOUN'), ('memory', 'NOUN'), ('mexm', 'NOUN'), ('microsdxc', 'VERB'), ('mid', 'ADJ'), ('miller', 'ADV'), ('mini', 'ADJ'), ('mirrorless', 'ADJ'), ('model', 'NOUN'), ('mount', 'NOUN'), ('movies', 'NOUN'), ('music', 'NOUN'), ('network', 'NOUN'), ('nfc', 'NOUN'), ('noise', 'NOUN'), ('oled', 'VERB'), ('oss', 'NOUN'), ('pass', 'VERB'), ('pink', 'ADJ'), ('play', 'NOUN'), ('player', 'NOUN'), ('playground', 'NOUN'), ('playstation', 'NOUN'), ('polarizer', 'NOUN'), ('portable', 'ADJ'), ('power', 'NOUN'), ('prime', 'ADJ'), ('projector', 'NOUN'), ('ps4', 'NOUN'), ('range', 'NOUN'), ('ray', 'NOUN'), ('ready', 'ADJ'), ('receiver', 'NOUN'), ('red', 'ADJ'), ('redd', 'NOUN'), ('refurbish', 'NOUN'), ('res', 'NOUN'), ('rms', 'NOUN'), ('sdxc', 'NOUN'), ('sel', 'NOUN'), ('selp', 'NOUN'), ('series', 'NOUN'), ('shake', 'NOUN'), ('shoot', 'NOUN'), ('silver', 'NOUN'), ('siriusxm', 'NOUN'), ('smart', 'ADJ'), ('sony', 'NOUN'), ('soundbar', 'NOUN'), ('speaker', 'NOUN'), ('speed', 'NOUN'), ('sport', 'NOUN'), ('srs', 'NOUN'), ('srsxb', 'ADJ'), ('str', 'NOUN'), ('strdn', 'NOUN'), ('subwoofer', 'NOUN'), ('sxrd', 'NOUN'), ('system', 'NOUN'), ('telephoto', 'NOUN'), ('theater', 'NOUN'), ('tom', 'NOUN'), ('travel', 'NOUN'), ('travis', 'NOUN'), ('true', 'ADJ'), ('trw', 'NOUN'), ('tuner', 'NOUN'), ('uhd', 'ADJ'), ('uhs', 'ADJ'), ('ultra', 'ADJ'), ('video', 'NOUN'), ('viridian', 'ADJ'), ('vpl', 'X'), ('walkman', 'NOUN'), ('wallisch', 'NOUN'), ('warren', 'PROPN'), ('watt', 'NOUN'), ('way', 'NOUN'), ('wesson', 'NOUN'), ('white', 'ADJ'), ('wireless', 'NOUN'), ('xav', 'NOUN'), ('xb50bs', 'PUNCT'), ('xbr', 'NOUN'), ('xqd', 'NOUN'), ('yellow', 'ADV')]"
2890,soothsoft,aqua bed canine care cooler health medium pad personal pet small supply,"[('aqua', 'NOUN'), ('bed', 'NOUN'), ('canine', 'NOUN'), ('care', 'NOUN'), ('cooler', 'ADJ'), ('health', 'NOUN'), ('medium', 'NOUN'), ('pad', 'NOUN'), ('personal', 'ADJ'), ('pet', 'ADJ'), ('small', 'ADJ'), ('supply', 'NOUN')]"
2891,sophias style,clothe dress flower girl rosette satin sophias style white,"[('clothe', 'NOUN'), ('dress', 'NOUN'), ('flower', 'NOUN'), ('girl', 'NOUN'), ('rosette', 'NOUN'), ('satin', 'NOUN'), ('sophias', 'NOUN'), ('style', 'NOUN'), ('white', 'ADJ')]"
2892,"sor, inc.",adjustable away bra breast cleavage clothe crossdressing enhancement gaff hide men panty pocket transgender transvestite ultimate,"[('adjustable', 'ADJ'), ('away', 'PART'), ('bra', 'NOUN'), ('breast', 'NOUN'), ('cleavage', 'NOUN'), ('clothe', 'NOUN'), ('crossdressing', 'VERB'), ('enhancement', 'NOUN'), ('gaff', 'NOUN'), ('hide', 'NOUN'), ('men', 'NOUN'), ('panty', 'NOUN'), ('pocket', 'NOUN'), ('transgender', 'ADV'), ('transvestite', 'ADV'), ('ultimate', 'ADJ')]"
2893,sorbothane,arch clothe graphite insole size sorbothane ultra,"[('arch', 'VERB'), ('clothe', 'NOUN'), ('graphite', 'NOUN'), ('insole', 'NOUN'), ('size', 'NOUN'), ('sorbothane', 'NOUN'), ('ultra', 'ADJ')]"
2894,soren,clothe computer red shock sleeve soren,"[('clothe', 'NOUN'), ('computer', 'NOUN'), ('red', 'ADJ'), ('shock', 'NOUN'), ('sleeve', 'NOUN'), ('soren', 'NOUN')]"
2895,sosi b.,clothe dance freshwater necklace pearl quot white,"[('clothe', 'NOUN'), ('dance', 'NOUN'), ('freshwater', 'NOUN'), ('necklace', 'NOUN'), ('pearl', 'NOUN'), ('quot', 'NOUN'), ('white', 'ADJ')]"
2896,sound design,alarm bluetooth charge clock dual ibn ihome radio speakerphone stereo usb,"[('alarm', 'VERB'), ('bluetooth', 'NOUN'), ('charge', 'NOUN'), ('clock', 'NOUN'), ('dual', 'ADJ'), ('ibn', 'NOUN'), ('ihome', 'ADJ'), ('radio', 'NOUN'), ('speakerphone', 'NOUN'), ('stereo', 'NOUN'), ('usb', 'NOUN')]"
2897,soundcast,black bluetooth gray portable soundcast speaker,"[('black', 'ADJ'), ('bluetooth', 'NOUN'), ('gray', 'ADJ'), ('portable', 'ADJ'), ('soundcast', 'ADJ'), ('speaker', 'NOUN')]"
2898,soundkase,armband clothe ipod lanyards nano pack skin soundkase,"[('armband', 'ADP'), ('clothe', 'NOUN'), ('ipod', 'NOUN'), ('lanyards', 'NOUN'), ('nano', 'NOUN'), ('pack', 'NOUN'), ('skin', 'NOUN'), ('soundkase', 'NOUN')]"
2899,south ho,cap clothe pedro south twill vote white,"[('cap', 'NOUN'), ('clothe', 'NOUN'), ('pedro', 'NOUN'), ('south', 'ADV'), ('twill', 'ADJ'), ('vote', 'NOUN'), ('white', 'ADJ')]"
2900,south horizon,adult awesome baseball blue body cap carolina clothe color cotton dynamite fbi female front heavy horizon house inspector ladies long napoleon navy numchuck office oval pedro place premium print quality ringer security senate shirt size skills sleeve small south tee thru top vote woman xsm youth,"[('adult', 'VERB'), ('awesome', 'ADJ'), ('baseball', 'NOUN'), ('blue', 'ADJ'), ('body', 'NOUN'), ('cap', 'NOUN'), ('carolina', 'NOUN'), ('clothe', 'NOUN'), ('color', 'NOUN'), ('cotton', 'NOUN'), ('dynamite', 'NOUN'), ('fbi', 'NOUN'), ('female', 'ADJ'), ('front', 'ADJ'), ('heavy', 'ADJ'), ('horizon', 'NOUN'), ('house', 'NOUN'), ('inspector', 'NOUN'), ('ladies', 'VERB'), ('long', 'ADJ'), ('napoleon', 'NOUN'), ('navy', 'NOUN'), ('numchuck', 'NOUN'), ('office', 'NOUN'), ('oval', 'NOUN'), ('pedro', 'NOUN'), ('place', 'NOUN'), ('premium', 'NOUN'), ('print', 'NOUN'), ('quality', 'NOUN'), ('ringer', 'NOUN'), ('security', 'NOUN'), ('senate', 'NOUN'), ('shirt', 'NOUN'), ('size', 'NOUN'), ('skills', 'NOUN'), ('sleeve', 'VERB'), ('small', 'ADJ'), ('south', 'ADJ'), ('tee', 'NOUN'), ('thru', 'ADP'), ('top', 'ADJ'), ('vote', 'NOUN'), ('woman', 'NOUN'), ('xsm', 'NOUN'), ('youth', 'NOUN')]"
2901,south park,cage cartman civilization clothe fate large park point rage shirt south,"[('cage', 'NOUN'), ('cartman', 'NOUN'), ('civilization', 'NOUN'), ('clothe', 'NOUN'), ('fate', 'NOUN'), ('large', 'ADJ'), ('park', 'NOUN'), ('point', 'NOUN'), ('rage', 'NOUN'), ('shirt', 'NOUN'), ('south', 'ADV')]"
2902,southern comfort,clothe diabetic fit men pack seam shoe sock ultra white,"[('clothe', 'ADJ'), ('diabetic', 'ADJ'), ('fit', 'ADJ'), ('men', 'NOUN'), ('pack', 'VERB'), ('seam', 'NOUN'), ('shoe', 'NOUN'), ('sock', 'NOUN'), ('ultra', 'ADJ'), ('white', 'ADJ')]"
2903,southern converters,bookbag clothe converters mesh omnibag southern,"[('bookbag', 'NOUN'), ('clothe', 'NOUN'), ('converters', 'NOUN'), ('mesh', 'VERB'), ('omnibag', 'NOUN'), ('southern', 'ADJ')]"
2904,southpole,baseball black blue bomber brown capri carpenter clean clothe cobalt dark denim dress fleece green grey jacket jean jersey khaki large light medium men mesh navy pant piece pip pocket pom retro rinse sandblast set short sky small snorkel snorkle southpole stitch super tee xxl,"[('baseball', 'NOUN'), ('black', 'ADJ'), ('blue', 'ADJ'), ('bomber', 'NOUN'), ('brown', 'ADJ'), ('capri', 'NOUN'), ('carpenter', 'NOUN'), ('clean', 'ADJ'), ('clothe', 'NOUN'), ('cobalt', 'NOUN'), ('dark', 'ADJ'), ('denim', 'ADJ'), ('dress', 'NOUN'), ('fleece', 'NOUN'), ('green', 'ADJ'), ('grey', 'ADJ'), ('jacket', 'NOUN'), ('jean', 'NOUN'), ('jersey', 'NOUN'), ('khaki', 'VERB'), ('large', 'ADJ'), ('light', 'ADJ'), ('medium', 'ADJ'), ('men', 'NOUN'), ('mesh', 'VERB'), ('navy', 'NOUN'), ('pant', 'ADJ'), ('piece', 'NOUN'), ('pip', 'ADV'), ('pocket', 'NOUN'), ('pom', 'ADJ'), ('retro', 'X'), ('rinse', 'NOUN'), ('sandblast', 'NOUN'), ('set', 'VERB'), ('short', 'ADJ'), ('sky', 'NOUN'), ('small', 'ADJ'), ('snorkel', 'ADJ'), ('snorkle', 'NOUN'), ('southpole', 'ADJ'), ('stitch', 'NOUN'), ('super', 'ADJ'), ('tee', 'NOUN'), ('xxl', 'NOUN')]"
2905,southpole for men,clothe crosshatch inseam jean medium sandblast waist,"[('clothe', 'ADJ'), ('crosshatch', 'NOUN'), ('inseam', 'NOUN'), ('jean', 'NOUN'), ('medium', 'ADJ'), ('sandblast', 'ADJ'), ('waist', 'NOUN')]"
2906,sox shop,artic backpacker beige bind boot bootgear casual classic clothe coolmax elastic expedition extreme field hike hiker icelandic men merino non outdoor outdoors pair season ski sock super thermal trail winter wool xlr,"[('artic', 'ADJ'), ('backpacker', 'NOUN'), ('beige', 'ADJ'), ('bind', 'NOUN'), ('boot', 'NOUN'), ('bootgear', 'VERB'), ('casual', 'ADJ'), ('classic', 'ADJ'), ('clothe', 'NOUN'), ('coolmax', 'NOUN'), ('elastic', 'ADJ'), ('expedition', 'NOUN'), ('extreme', 'ADJ'), ('field', 'NOUN'), ('hike', 'NOUN'), ('hiker', 'NOUN'), ('icelandic', 'ADJ'), ('men', 'NOUN'), ('merino', 'VERB'), ('non', 'X'), ('outdoor', 'ADJ'), ('outdoors', 'ADJ'), ('pair', 'VERB'), ('season', 'NOUN'), ('ski', 'NOUN'), ('sock', 'NOUN'), ('super', 'ADV'), ('thermal', 'ADJ'), ('trail', 'NOUN'), ('winter', 'NOUN'), ('wool', 'NOUN'), ('xlr', 'NOUN')]"
2907,spa & resort,available bathrobe black blue burgundy clothe collar color cotton design double ecru full green heavy heavyweight hood hunter inch length lightweight long mens natural navy pocket purple quot red resort robe rollup royal shawl shower size sleeves spa stitch style stylish terry towel unisex velour waffle weave white womens wrap xxl xxxl,"[('available', 'ADJ'), ('bathrobe', 'NOUN'), ('black', 'ADJ'), ('blue', 'ADJ'), ('burgundy', 'NOUN'), ('clothe', 'NOUN'), ('collar', 'NOUN'), ('color', 'NOUN'), ('cotton', 'NOUN'), ('design', 'NOUN'), ('double', 'ADJ'), ('ecru', 'NOUN'), ('full', 'ADJ'), ('green', 'ADJ'), ('heavy', 'ADJ'), ('heavyweight', 'ADJ'), ('hood', 'NOUN'), ('hunter', 'NOUN'), ('inch', 'NOUN'), ('length', 'NOUN'), ('lightweight', 'ADJ'), ('long', 'ADJ'), ('mens', 'VERB'), ('natural', 'ADJ'), ('navy', 'NOUN'), ('pocket', 'NOUN'), ('purple', 'ADJ'), ('quot', 'ADJ'), ('red', 'ADJ'), ('resort', 'NOUN'), ('robe', 'NOUN'), ('rollup', 'NOUN'), ('royal', 'ADJ'), ('shawl', 'NOUN'), ('shower', 'NOUN'), ('size', 'NOUN'), ('sleeves', 'NOUN'), ('spa', 'NOUN'), ('stitch', 'NOUN'), ('style', 'NOUN'), ('stylish', 'ADJ'), ('terry', 'NOUN'), ('towel', 'NOUN'), ('unisex', 'ADJ'), ('velour', 'NOUN'), ('waffle', 'NOUN'), ('weave', 'VERB'), ('white', 'ADJ'), ('womens', 'NOUN'), ('wrap', 'NOUN'), ('xxl', 'NOUN'), ('xxxl', 'NOUN')]"
2908,spa & resort inc.,bathrobe clothe cotton full hood length quot terry,"[('bathrobe', 'NOUN'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('full', 'ADJ'), ('hood', 'NOUN'), ('length', 'NOUN'), ('quot', 'NOUN'), ('terry', 'NOUN')]"
2909,space ghost,clothe fly ghost medium ringer space,"[('clothe', 'NOUN'), ('fly', 'NOUN'), ('ghost', 'NOUN'), ('medium', 'ADJ'), ('ringer', 'NOUN'), ('space', 'NOUN')]"
2910,spanx,beauty bing bittersweet black bod body bodyshapers bodyshaping bodysuit bra briefer cami camisole capri chocolate clothe cognito control cup daywear edge end footle full hide high hip hosiery innovative ivory knee lace large lattice leg length llelujah mama marry maternity medium mesh mid navy neck notic nude one pack panties panty pantyhose pearl perfectoe plus power reversible rib rise shape shaper shapewear size sleek slim slip small smooth smoother sock soft spanx strapless style super support tank thigh tight tights toe top topless trim trouser waist way white wide,"[('beauty', 'NOUN'), ('bing', 'VERB'), ('bittersweet', 'ADJ'), ('black', 'ADJ'), ('bod', 'NOUN'), ('body', 'NOUN'), ('bodyshapers', 'NOUN'), ('bodyshaping', 'VERB'), ('bodysuit', 'ADJ'), ('bra', 'NOUN'), ('briefer', 'NOUN'), ('cami', 'NOUN'), ('camisole', 'NOUN'), ('capri', 'NOUN'), ('chocolate', 'NOUN'), ('clothe', 'NOUN'), ('cognito', 'ADJ'), ('control', 'NOUN'), ('cup', 'NOUN'), ('daywear', 'NOUN'), ('edge', 'NOUN'), ('end', 'NOUN'), ('footle', 'ADJ'), ('full', 'ADJ'), ('hide', 'ADJ'), ('high', 'ADJ'), ('hip', 'NOUN'), ('hosiery', 'NOUN'), ('innovative', 'ADJ'), ('ivory', 'NOUN'), ('knee', 'NOUN'), ('lace', 'VERB'), ('large', 'ADJ'), ('lattice', 'NOUN'), ('leg', 'NOUN'), ('length', 'NOUN'), ('llelujah', 'NOUN'), ('mama', 'NOUN'), ('marry', 'VERB'), ('maternity', 'NOUN'), ('medium', 'ADJ'), ('mesh', 'NOUN'), ('mid', 'NOUN'), ('navy', 'NOUN'), ('neck', 'NOUN'), ('notic', 'ADJ'), ('nude', 'VERB'), ('one', 'NUM'), ('pack', 'NOUN'), ('panties', 'NOUN'), ('panty', 'NOUN'), ('pantyhose', 'ADJ'), ('pearl', 'NOUN'), ('perfectoe', 'NOUN'), ('plus', 'CCONJ'), ('power', 'NOUN'), ('reversible', 'ADJ'), ('rib', 'NOUN'), ('rise', 'VERB'), ('shape', 'NOUN'), ('shaper', 'NOUN'), ('shapewear', 'NOUN'), ('size', 'NOUN'), ('sleek', 'ADJ'), ('slim', 'ADJ'), ('slip', 'NOUN'), ('small', 'ADJ'), ('smooth', 'ADJ'), ('smoother', 'ADJ'), ('sock', 'NOUN'), ('soft', 'ADJ'), ('spanx', 'ADJ'), ('strapless', 'ADJ'), ('style', 'NOUN'), ('super', 'ADJ'), ('support', 'NOUN'), ('tank', 'NOUN'), ('thigh', 'NOUN'), ('tight', 'ADJ'), ('tights', 'NOUN'), ('toe', 'NOUN'), ('top', 'ADJ'), ('topless', 'ADJ'), ('trim', 'NOUN'), ('trouser', 'NOUN'), ('waist', 'NOUN'), ('way', 'NOUN'), ('white', 'ADJ'), ('wide', 'ADV')]"
2911,sparkles and shawls,aqua bead beige black brown burgundy caramel chocolate choice clothe floral gold multi olive peacock poncho purple red scroll sequin sequins shawl silk silver turquoise velvet white,"[('aqua', 'NOUN'), ('bead', 'NOUN'), ('beige', 'ADJ'), ('black', 'ADJ'), ('brown', 'ADJ'), ('burgundy', 'NOUN'), ('caramel', 'NOUN'), ('chocolate', 'NOUN'), ('choice', 'NOUN'), ('clothe', 'NOUN'), ('floral', 'ADJ'), ('gold', 'NOUN'), ('multi', 'ADJ'), ('olive', 'NOUN'), ('peacock', 'NOUN'), ('poncho', 'ADJ'), ('purple', 'ADJ'), ('red', 'ADJ'), ('scroll', 'NOUN'), ('sequin', 'VERB'), ('sequins', 'VERB'), ('shawl', 'NOUN'), ('silk', 'NOUN'), ('silver', 'NOUN'), ('turquoise', 'NOUN'), ('velvet', 'NOUN'), ('white', 'ADJ')]"
2912,spartan,black duplicator dvd spartan target,"[('black', 'ADJ'), ('duplicator', 'NOUN'), ('dvd', 'NOUN'), ('spartan', 'ADJ'), ('target', 'NOUN')]"
2913,spasilk,assort bodysuit clothe cotton lap long pack short shoulder sleeve sleeveless spasilk wrap,"[('assort', 'VERB'), ('bodysuit', 'DET'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('lap', 'NOUN'), ('long', 'ADJ'), ('pack', 'NOUN'), ('short', 'ADJ'), ('shoulder', 'NOUN'), ('sleeve', 'ADJ'), ('sleeveless', 'NOUN'), ('spasilk', 'NOUN'), ('wrap', 'NOUN')]"
2914,speakercraft,black ceiling crs pack profile speaker speakercraft speakers two white,"[('black', 'ADJ'), ('ceiling', 'NOUN'), ('crs', 'NOUN'), ('pack', 'NOUN'), ('profile', 'ADJ'), ('speaker', 'NOUN'), ('speakercraft', 'NOUN'), ('speakers', 'VERB'), ('two', 'NUM'), ('white', 'ADJ')]"
2915,spec.-ops. brand,black clothe flag recon usa wrap,"[('black', 'ADJ'), ('clothe', 'NOUN'), ('flag', 'NOUN'), ('recon', 'NOUN'), ('usa', 'NOUN'), ('wrap', 'NOUN')]"
2916,speck,air case clear gray hard macbook nickel pro seethru shell,"[('air', 'NOUN'), ('case', 'NOUN'), ('clear', 'ADJ'), ('gray', 'ADJ'), ('hard', 'ADJ'), ('macbook', 'ADJ'), ('nickel', 'NOUN'), ('pro', 'X'), ('seethru', 'NOUN'), ('shell', 'NOUN')]"
2917,speck products,accessories belt black blue case clear clip cloudy funskin iguy ipod mini nano pack pink players protector screen skintight speck white,"[('accessories', 'NOUN'), ('belt', 'VERB'), ('black', 'ADJ'), ('blue', 'ADJ'), ('case', 'NOUN'), ('clear', 'ADJ'), ('clip', 'NOUN'), ('cloudy', 'ADJ'), ('funskin', 'NOUN'), ('iguy', 'NOUN'), ('ipod', 'NOUN'), ('mini', 'ADJ'), ('nano', 'NOUN'), ('pack', 'VERB'), ('pink', 'ADJ'), ('players', 'NOUN'), ('protector', 'NOUN'), ('screen', 'NOUN'), ('skintight', 'NOUN'), ('speck', 'NOUN'), ('white', 'ADJ')]"
2918,specter studios,accessory adult arm bat beanies black blacklight blast bloody blue cat cloak clothe coat color costume deluxe demon dragon elbow feather fur gargoyle gold gorilla green half halloween hand hood kitty lab large lead long mad mask pig pipe prop purple realistic red rusty scientist slit small steampunk stone tail tattered tom werewolf white wing wrench yeti,"[('accessory', 'NOUN'), ('adult', 'NOUN'), ('arm', 'NOUN'), ('bat', 'NOUN'), ('beanies', 'NOUN'), ('black', 'ADJ'), ('blacklight', 'NOUN'), ('blast', 'NOUN'), ('bloody', 'ADJ'), ('blue', 'ADJ'), ('cat', 'NOUN'), ('cloak', 'NOUN'), ('clothe', 'NOUN'), ('coat', 'NOUN'), ('color', 'NOUN'), ('costume', 'NOUN'), ('deluxe', 'NOUN'), ('demon', 'NOUN'), ('dragon', 'NOUN'), ('elbow', 'VERB'), ('feather', 'ADJ'), ('fur', 'NOUN'), ('gargoyle', 'NOUN'), ('gold', 'NOUN'), ('gorilla', 'NOUN'), ('green', 'ADJ'), ('half', 'NOUN'), ('halloween', 'NOUN'), ('hand', 'NOUN'), ('hood', 'NOUN'), ('kitty', 'NOUN'), ('lab', 'NOUN'), ('large', 'ADJ'), ('lead', 'NOUN'), ('long', 'ADJ'), ('mad', 'ADJ'), ('mask', 'NOUN'), ('pig', 'NOUN'), ('pipe', 'X'), ('prop', 'NOUN'), ('purple', 'ADJ'), ('realistic', 'ADJ'), ('red', 'ADJ'), ('rusty', 'ADJ'), ('scientist', 'NOUN'), ('slit', 'NOUN'), ('small', 'ADJ'), ('steampunk', 'NOUN'), ('stone', 'NOUN'), ('tail', 'NOUN'), ('tattered', 'VERB'), ('tom', 'NOUN'), ('werewolf', 'NOUN'), ('white', 'ADJ'), ('wing', 'NOUN'), ('wrench', 'NOUN'), ('yeti', 'NOUN')]"
2919,speedgear,clothe dvd formula years,"[('clothe', 'NOUN'), ('dvd', 'NOUN'), ('formula', 'NOUN'), ('years', 'NOUN')]"
